TCP_name_heading,original_ids
"John Newton, 1622-1678","Newton, John, 1622-1678.; Newton, John, 1622-1678."
"Edward Bower, ,artist","Bower, Edward, ,artist."
"Johann Wilhelm Stucki, died 1607","Stucki, Johann Wilhelm, d. 1607. Antiquitatum convivialum. Liber 2, cap. 26, De vestitu conviviali.; Stucki, Johann Wilhelm, d. 1607. Antiquitatum convivialum. Liber 2, cap. 26, De vestitu conviviali."
"Hooker Hooker, Edward","Hooker, Edward."
"John Pordage, 1607-1681","Pordage, John, 1607-1681.; Pordage, John, 1607-1681."
"Joseph Moxon, 1627-1691","Moxon, Joseph, 1627-1691.; Moxon, Joseph, 1627-1691."
"Baron Somers, John Somers, 1651-1716","Somers, John Somers, Baron, 1651-1716."
Author of Absalom & Achitophel,Author of Absalom & Achitophel.
"John Sergeant, 1622-1707","Sergeant, John, 1622-1707.; Sergeant, John, 1622-1707.; Sergeant, John, 1622-1707.; Sergeant, John, 1622-1707."
"John Sharp, 1645-1714","Sharp, John, 1645-1714.; Sharp, John, 1645-1714."
"Isaac Penington, 1616-1679","Penington, Isaac, 1616-1679."
"Thomas Hood, active 1582-1598","Hood, Thomas, fl. 1582-1598."
"John Davies, 1625-1693, attributed name","Davies, John, 1625-1693, attributed name."
"Hardouin de Péréfixe de Beaumont, born 1605","Péréfixe de Beaumont, Hardouin de, b. 1605."
"active 1663 Dauncey, John, attributed name","Dauncey, John, fl. 1663, attributed name."
"Sir Naunton, Robert, 1563-1635","Naunton, Robert, Sir, 1563-1635."
"John Preston, born 1598 or 9","Preston, John, b. 1598 or 9."
"Sir Sedley, Charles, 1639?-1701","Sedley, Charles, Sir, 1639?-1701.; Sedley, Charles, Sir, 1639?-1701."
Medical Women's Federation (Great Britain),Medical Women's Federation (Great Britain)
"William Pope, attributed name","Pope, William, attributed name."
"Claude Duval, 1643-1670","Duval, Claude, 1643-1670."
"Walter Pope, died 1714","Pope, Walter, d. 1714."
"Saint More, Thomas, Sir, 1478-1535","More, Thomas, Sir, Saint, 1478-1535."
"Louis Maimbourg, 1610-1686","Maimbourg, Louis, 1610-1686."
"Thomas Pecke, born 1637","Pecke, Thomas, b. 1637."
"Edward Reynolds, 1629-1698","Reynolds, Edward, 1629-1698."
"John Dancer, active 1660-1675","Dancer, John, fl. 1660-1675.; Dancer, John, fl. 1660-1675."
"William Winstanley, 1628?-1698, attributed name","Winstanley, William, 1628?-1698, attributed name."
"Sir Throckmorton, Nicholas, 1515-1571","Throckmorton, Nicholas, Sir, 1515-1571."
"England and Wales. Sovereign (1625-1649 : Charles I). His Maiesties declaration to all his loving subjects England and Wales. Sovereign (1625-1649 : Charles I). His Maiesties declaration to all his loving subjects, after his victories over the Lord Fairfax and Sr","England and Wales. Sovereign (1625-1649 : Charles I). His Maiesties declaration to all his loving subjects, after his victories over the Lord Fairfax and Sr. William Waller."
"George Ruggle, 1575-1622","Ruggle, George, 1575-1622. Ignoramus.; Ruggle, George, 1575-1622."
"George Morley, 1597-1684","Morley, George, 1597-1684.; Morley, George, 1597-1684.; Morley, George, 1597-1684. Bishop of Worcester's letter to a friend for vindication of himself from Mr. Baxter's calumny.; Morley, George, 1597-1684."
"Porter, T. (Thomas) Porter, T. (Thomas), 1636","Porter, T. (Thomas), 1636-1680.; Porter, T. (Thomas), 1636-1680.; Porter, T. (Thomas), 1636-1680."
"Nathaniel Bisbie, 1635-1695","Bisbie, Nathaniel, 1635-1695."
"John Richardson, 1580-1654","Richardson, John, 1580-1654."
Smectymnuus,Smectymnuus.
"Jasper Mayne, 1604-1672","Mayne, Jasper, 1604-1672.; Mayne, Jasper, 1604-1672.; Mayne, Jasper, 1604-1672.; Mayne, Jasper, 1604-1672."
"Herbert Croft, 1603-1691","Croft, Herbert, 1603-1691.; Croft, Herbert, 1603-1691."
"Richard Mew, defendant","Mew, Richard, defendant."
"Francis Moor, defendant","Moor, Francis, defendant."
"died 1692 Rudyard, Thomas, defendant","Rudyard, Thomas, d. 1692, defendant."
England and Wales. Court of Quarter Sessions of the Peace (London),England and Wales. Court of Quarter Sessions of the Peace (London)
"Thomas Meriton, born 1638","Meriton, Thomas, b. 1638.; Meriton, Thomas, b. 1638."
"Hall Hall, Ralph","Hall, Ralph."
"Thomas Shelton, 1601-1650?","Shelton, Thomas, 1601-1650?"
"John Sheffield, active 1643-1647","Sheffield, John, fl. 1643-1647."
"Michael Maier, 1568?-1622","Maier, Michael, 1568?-1622.; Maier, Michael, 1568?-1622."
"Peaps Peaps, William","Peaps, William."
Democritus Pseudomantis,Democritus Pseudomantis.
Anglicus,Anglicus.
"Sir Pollard, Hugh, 1610-1666","Pollard, Hugh, Sir, 1610-1666."
"Henry Smith, f","Smith, Henry, f. 1665."
"Earl of Marlborough, James Ley, 1618-1665","Marlborough, James Ley, Earl of, 1618-1665."
"David Lloyd, 16315-1692","Lloyd, David, 16315-1692."
"Cresacre More, 1572-1649","More, Cresacre, 1572-1649.; More, Cresacre, 1572-1649."
"Thomas More, 1565-1625","More, Thomas, 1565-1625."
"Samuel Purchas, 1577?-1626","Purchas, Samuel, 1577?-1626.; Purchas, Samuel, 1577?-1626."
"Robert Overton, circa 1609-circa 1668","Overton, Robert, ca. 1609-ca. 1668."
"the Athenian Philostratus, 2nd/3rd cent","Philostratus, the Athenian, 2nd/3rd cent."
"Charles Blount, 1654-1693","Blount, Charles, 1654-1693.; Blount, Charles, 1654-1693.; Blount, Charles, 1654-1693.; Blount, Charles, 1654-1693.; Blount, Charles, 1654-1693.; Blount, Charles, 1654-1693."
"John Preston, 1587-1628","Preston, John, 1587-1628. De gratia convertentis irresistibilitate.; Preston, John, 1587-1628.; Preston, John, 1587-1628.; Preston, John, 1587-1628.; Preston, John, 1587-1628.; Preston, John, 1587-1628.; Preston, John, 1587-1628.; Preston, John, 1587-1628.; Preston, John, 1587-1628."
"Haestens Haestens, Henrick van","Haestens, Henrick van.; Haestens, Henrick van.; Haestens, Henrick van. aut"
"Thomas Rawlins, 1620?-1670","Rawlins, Thomas, 1620?-1670.; Rawlins, Thomas, 1620?-1670.; Rawlins, Thomas, 1620?-1670.; Rawlins, Thomas, 1620?-1670."
"Thomas Corneille, 1625-1709","Corneille, Thomas, 1625-1709. D. César d'Avalos.; Corneille, Thomas, 1625-1709. Devineresse.; Corneille, Thomas, 1625-1709. Feint astrologue.; Corneille, Thomas, 1625-1709. Feint astrologue.; Corneille, Thomas, 1625-1709. D. Bertran de Cigarral.; Corneille, Thomas, 1625-1709."
"seigneur de Monluc, Blaise, 1500?-1577","Monluc, Blaise, seigneur de, 1500?-1577."
"Henry Leigh, died 1705","Leigh, Henry, d. 1705."
"John Wade, active 1660-1680","Wade, John, fl. 1660-1680."
"Daniel Defoe, 1661?-1731","Defoe, Daniel, 1661?-1731.; Defoe, Daniel, 1661?-1731."
"John Fletcher, 1579-1625,","Fletcher, John, 1579-1625,"
"King of France Marguerite, Queen, consort of Henry IV, 1553-1615","Marguerite, Queen, consort of Henry IV, King of France, 1553-1615."
"Charles Molloy, 1646-1690","Molloy, Charles, 1646-1690."
"Urian Oakes, 1631-1681","Oakes, Urian, 1631-1681.; Oakes, Urian, 1631-1681.; Oakes, Urian, 1631-1681."
"Oudin, César Oudin, César, died 1625","Oudin, César, d. 1625."
"Miles Prance, active 1678-1689","Prance, Miles, fl. 1678-1689."
"Thomas Betterton, 1635?-1710","Betterton, Thomas, 1635?-1710.; Betterton, Thomas, 1635?-1710."
J. F. (John Fountain). Rewards of vertue.,J. F. (John Fountain). Rewards of vertue.
"Thomas Shepard, 1635-1677","Shepard, Thomas, 1635-1677."
"Perier, Madame (Gilberte) Perier, Madame (Gilberte), 1620","Perier, Madame (Gilberte), 1620-1685. Vie de M. Pascal. English."
"Jean Filleau de la Chaise, 1631-1688","Filleau de la Chaise, Jean, 1631-1688. Discours sur les Pensées de M. Pascal. English."
"Morgan Morgan, T","Morgan, T., Gent."
"Mary Ward, 17th cent","Ward, Mary, 17th cent."
"Pettingall Pettingall, Richard","Pettingall, Richard."
"Earl of Strafford, Thomas Wentworth, 1593-1641, defendant","Strafford, Thomas Wentworth, Earl of, 1593-1641, defendant.; Strafford, Thomas Wentworth, Earl of, 1593-1641, defendant."
"Robert McWard, 1633?-1687","McWard, Robert, 1633?-1687."
"Sir Petty, William, 1623-1687","Petty, William, Sir, 1623-1687.; Petty, William, Sir, 1623-1687."
"Matthew Poole, 1624-1679","Poole, Matthew, 1624-1679."
"Mayhew Mayhew, Thomas","Mayhew, Thomas."
"Sir Pett, Peter, 1630-1699","Pett, Peter, Sir, 1630-1699."
"John Newton, 1637 or 8-1711","Newton, John, 1637 or 8-1711."
"Henry Scougal, 1650-1678","Scougal, Henry, 1650-1678."
"Ovid Ovid, 43 B","Ovid, 43 B. C.-17 or 18 A. D. Metamorphoses."
"John Gower, 1325?-1408","Gower, John, 1325?-1408. Confessio amantis."
Lover of antiquity,Lover of antiquity.
"Francis Rous, born 1615","Rous, Francis, b. 1615."
"Thomas Sherley, 1638-1678","Sherley, Thomas, 1638-1678."
"Countess of Morton, Anne Douglas, died 1700","Morton, Anne Douglas, Countess of, d. 1700."
"John Reeve, 1608-1658","Reeve, John, 1608-1658."
"Ephraim Pagitt, 1574 or 5-1647","Pagitt, Ephraim, 1574 or 5-1647."
"Giambattista della Porta, 1535?-1615","Porta, Giambattista della, 1535?-1615.; Porta, Giambattista della, 1535?-1615. Astrologo."
"Francesco Redi, 1626-1698","Redi, Francesco, 1626-1698."
"Moyse Charas, 1619-1698","Charas, Moyse, 1619-1698. Nouvelles expériences sur la vipère. Suite. English.; Charas, Moyse, 1619-1698."
"George Scot, died 1685","Scot, George, d. 1685."
"Sir Melville, James, 1535-1617","Melville, James, Sir, 1535-1617."
Birmingham Shakespeare Library,Birmingham Shakespeare Library.
"Newrobe Newrobe, Richard","Newrobe, Richard."
"Matthew Locke, 1621 or 2-1677","Locke, Matthew, 1621 or 2-1677."
"Giovanni Battista Draghi, circa 1640-1708","Draghi, Giovanni Battista, ca. 1640-1708."
"Thomas Brown, 1663-1704","Brown, Thomas, 1663-1704."
"Robert Cambert, circa 1628-1677","Cambert, Robert, ca. 1628-1677."
"Perrin, P. (Pierre) Perrin, P. (Pierre), circa 1620","Perrin, P. (Pierre), ca. 1620-1675. Ariane."
"Louis Grabu, died 1694","Grabu, Louis, d. 1694.; Grabu, Louis, d. 1694."
"Harris Harris, B","Harris, B. (Bartholomew)"
"Parival, Jean-Nicolas de Parival, Jean-Nicolas de, 1605","Parival, Jean-Nicolas de, 1605-1669."
"Murtaḍā ibn al-ʻAfīf Murtaḍā ibn al-ʻAfīf, 1154 or 5","Murtaḍā ibn al-ʻAfīf, 1154 or 5-1237."
"Pierre Vattier, 1623-1667","Vattier, Pierre, 1623-1667."
"Andrew Pennycuicke, born 1620","Pennycuicke, Andrew, b. 1620."
"Plantagenet Plantagenet, Beauchamp","Plantagenet, Beauchamp."
"Robert Evelyn, 17th cent","Evelyn, Robert, 17th cent."
"Richard Mather, 1596-1669","Mather, Richard, 1596-1669."
"Herbert Palmer, 1601-1647","Palmer, Herbert, 1601-1647."
"Thomas Sherwood, Practitioner in physick","Sherwood, Thomas, Practitioner in physick."
"Jean Racine, 1639-1699","Racine, Jean, 1639-1699. Bérénice."
"Platina Platina, 1421","Platina, 1421-1481."
"Adrian von Mynsicht, 1603-1638","Mynsicht, Adrian von, 1603-1638."
"John Partridge, 1644-1715","Partridge, John, 1644-1715."
"Edward Chamberlayne, 1616-1703","Chamberlayne, Edward, 1616-1703."
"John Smith, Gent","Smith, John, Gent."
"Thomas Rymer, 1641-1713","Rymer, Thomas, 1641-1713."
"Richard Hall, 1535 or 6-1604","Hall, Richard, 1535 or 6-1604."
"Thomas Bayly, died 1657?","Bayly, Thomas, d. 1657?; Bayly, Thomas, d. 1657?; Bayly, Thomas, d. 1657?; Bayly, Thomas, d. 1657?"
"King of England Henry VIII, 1491-1547","Henry VIII, King of England, 1491-1547. Testamentum."
"Nathaniel Highmore, 1613-1685","Highmore, Nathaniel, 1613-1685."
"Grocers' Company (London Grocers' Company (London, England","Grocers' Company (London, England)"
"Sir Hayward, John, 1564?-1627","Hayward, John, Sir, 1564?-1627.; Hayward, John, Sir, 1564?-1627.; Hayward, John, Sir, 1564?-1627.; Hayward, John, Sir, 1564?-1627.; Hayward, John, Sir, 1564?-1627.; Hayward, John, Sir, 1564?-1627.; Hayward, John, Sir, 1564?-1627.; Hayward, John, Sir, 1564?-1627."
"Edward Fowler, 1632-1714","Fowler, Edward, 1632-1714.; Fowler, Edward, 1632-1714.; Fowler, Edward, 1632-1714.; Fowler, Edward, 1632-1714.; Fowler, Edward, 1632-1714.; Fowler, Edward, 1632-1714.; Fowler, Edward, 1632-1714."
"John Goodman, 1625 or 6-1690","Goodman, John, 1625 or 6-1690.; Goodman, John, 1625 or 6-1690.; Goodman, John, 1625 or 6-1690."
"Kirle Kirle, Robert","Kirle, Robert."
"Thomas Godden, 1624-1688","Godden, Thomas, 1624-1688.; Godden, Thomas, 1624-1688."
"John Rowland, M","Rowland, John, M.D.; Rowland, John, M.D."
"Joannes Jonstonus, 1603-1675","Jonstonus, Joannes, 1603-1675.; Jonstonus, Joannes, 1603-1675."
"George Keith, 1639?-1716","Keith, George, 1639?-1716.; Keith, George, 1639?-1716.; Keith, George, 1639?-1716.; Keith, George, 1639?-1716."
"Richard Hubberthorn, 1628-1662","Hubberthorn, Richard, 1628-1662."
"conte Gualdo Priorato, Galeazzo, 1606-1678","Gualdo Priorato, Galeazzo, conte, 1606-1678."
"Giraffi Giraffi, Alessandro","Giraffi, Alessandro.; Giraffi, Alessandro."
"Thomas Frankland, 1633-1690","Frankland, Thomas, 1633-1690."
"Henry Jones, 1605-1682","Jones, Henry, 1605-1682.; Jones, Henry, 1605-1682."
"Robert Winstanley, born 1647?","Winstanley, Robert, b. 1647?"
"Gilbert Gilbert, Eleazar","Gilbert, Eleazar."
"Halevi Ibn Daud, Abraham ben David, circa 1110-circa 1180","Ibn Daud, Abraham ben David, Halevi, ca. 1110-ca. 1180."
"Joseph ben Gorion, ha-Kohen Joseph ben Gorion, ha-Kohen, attributed name","Joseph ben Gorion, ha-Kohen, attributed name."
"George Gillespie, 1613-1648","Gillespie, George, 1613-1648.; Gillespie, George, 1613-1648.; Gillespie, George, 1613-1648.; Gillespie, George, 1613-1648."
"John Howe, 1630-1705","Howe, John, 1630-1705.; Howe, John, 1630-1705."
"William Sanders, 17th cent","Sanders, William, 17th cent."
"James Gregory, 1638-1675","Gregory, James, 1638-1675."
"Borset Borset, Samuel","Borset, Samuel."
"White Kennett, 1660-1728","Kennett, White, 1660-1728.; Kennett, White, 1660-1728."
"Walter Harris, 1647-1732","Harris, Walter, 1647-1732."
"Marin Cureau de La Chambre, 1594-1669","La Chambre, Marin Cureau de, 1594-1669."
"Samuel Gott, 1613-1671","Gott, Samuel, 1613-1671.; Gott, Samuel, 1613-1671."
"Jacinto Freire de Andrade, 1597-1657","Freire de Andrade, Jacinto, 1597-1657."
"Sir Wyche, Peter, 1628-1699?","Wyche, Peter, Sir, 1628-1699?"
"Francisco de Faria, born 1653","Faria, Francisco de, b. 1653."
"John Leanerd, active 1679","Leanerd, John, fl. 1679.; Leanerd, John, fl. 1679. Rambling justice."
"William Fenwick, 1616 or 17-circa 1682","Fenwick, William, 1616 or 17-ca. 1682."
"D'Ouvilly D'Ouvilly, George Gerbier","D'Ouvilly, George Gerbier."
"Thomas Jenner, active 1631-1656, attributed name","Jenner, Thomas, fl. 1631-1656, attributed name."
"Claude Saumaise, 1588-1653","Saumaise, Claude, 1588-1653."
"Joseph Jane, active 1600-1660","Jane, Joseph, fl. 1600-1660."
"William Lenthall, 1591-1662","Lenthall, William, 1591-1662."
"Arthur Jackson, 1593?-1666","Jackson, Arthur, 1593?-1666."
"Samuel Fawcet, 1600 or 1601-1662?","Fawcet, Samuel, 1600 or 1601-1662?"
"Randle Holme, 1627-1699","Holme, Randle, 1627-1699."
"John Graunt, 1620-1674","Graunt, John, 1620-1674."
"Edmund Gurnay, died 1648","Gurnay, Edmund, d. 1648. aut; Gurnay, Edmund, d. 1648."
"active 1683 Bulteel, John, supposed tr","Bulteel, John, fl. 1683, supposed tr."
"Monsieur Le Pays, 1634-1690","Le Pays, Monsieur, 1634-1690."
"Georges Guillet de Saint-Georges, 1625-1705","Guillet de Saint-Georges, Georges, 1625-1705."
"Richard Lloyd, 1594 or 5-1659","Lloyd, Richard, 1594 or 5-1659."
"Earl of Winchester, John Paulet, 1598-1675","Winchester, John Paulet, Earl of, 1598-1675."
"Pierre Le Moyne, 1602-1671","Le Moyne, Pierre, 1602-1671."
"John Webb, 1611-1672","Webb, John, 1611-1672."
"Richard Gilpin, 1625-1700","Gilpin, Richard, 1625-1700."
"Richard Hooker, 1553 or 4-1600","Hooker, Richard, 1553 or 4-1600."
"Baron Fairfax, Thomas Fairfax, 1612-1671","Fairfax, Thomas Fairfax, Baron, 1612-1671."
"Baron Hopton, Ralph Hopton, 1598-1652","Hopton, Ralph Hopton, Baron, 1598-1652."
"Sir Brereton, William, 1604-1661","Brereton, William, Sir, 1604-1661."
"Hugh Speke, 1656-1724?","Speke, Hugh, 1656-1724?"
"Robert Ferguson, died 1714","Ferguson, Robert, d. 1714."
"Laurence Braddon, died 1724","Braddon, Laurence, d. 1724."
"John Gosnold, 1625?-1678","Gosnold, John, 1625?-1678."
"John Greaves, 1602-1652","Greaves, John, 1602-1652.; Greaves, John, 1602-1652."
"Anthony Horneck, 1641-1697","Horneck, Anthony, 1641-1697.; Horneck, Anthony, 1641-1697.; Horneck, Anthony, 1641-1697."
"Phillips Phillips, John","Phillips, John. A brief account of the most memorable transactions in England, Scotland and Ireland, and forein parts, from the year 1662 to the year 1675."
"Edmund Hickeringill, 1631-1708, defendant","Hickeringill, Edmund, 1631-1708, defendant."
"Hardres Hardres, Peter","Hardres, Peter."
"Robert Nixon, active 1620?","Nixon, Robert, fl. 1620? Nixon's Cheshire prophecy at large."
"Lady Grey, Jane, 1537-1554","Grey, Jane, Lady, 1537-1554."
"Lady Wallace, active 1651","Wallace, Lady, fl. 1651."
"John Lacy, died 1681","Lacy, John, d. 1681.; Lacy, John, d. 1681."
"Richard Farrar, Esq","Farrar, Richard, Esq."
"Thomas Gage, 1603?-1656","Gage, Thomas, 1603?-1656."
"Pierre Gautruche, 1602-1681","Gautruche, Pierre, 1602-1681."
"Ferne, H. (Henry) Ferne, H. (Henry), 1602","Ferne, H. (Henry), 1602-1662."
"Mark Frank, 1613-1664","Frank, Mark, 1613-1664."
"John Ferriby, born 1613 or 14","Ferriby, John, b. 1613 or 14."
"Lakeland Lakeland, Mother","Lakeland, Mother. aut"
"Thomas Lechford, circa 1590-1644?","Lechford, Thomas, ca. 1590-1644?"
"Garcilaso de la Vega, 1539-1616","Vega, Garcilaso de la, 1539-1616."
"James Guthrie, 1612?-1661, attributed name","Guthrie, James, 1612?-1661, attributed name."
"William Geddes, 1600?-1694","Geddes, William, 1600?-1694."
"comte de Bussy, Roger de Rabutin, 1618-1693","Bussy, Roger de Rabutin, comte de, 1618-1693."
"Charles Hoole, 1610-1667","Hoole, Charles, 1610-1667."
"Nicholas Grey, 1590?-1660","Grey, Nicholas, 1590?-1660."
"seigneur de La Calprenède, Gaultier de Coste, died 1663","La Calprenède, Gaultier de Coste, seigneur de, d. 1663.; La Calprenède, Gaultier de Coste, seigneur de, d. 1663.; La Calprenède, Gaultier de Coste, seigneur de, d. 1663.; La Calprenède, Gaultier de Coste, seigneur de, d. 1663.; La Calprenède, Gaultier de Coste, seigneur de, d. 1663. Cléopatre."
"Sir Cotterell, Charles, died 1701","Cotterell, Charles, Sir, d. 1701."
"Henry Killigrew, 1613-1700","Killigrew, Henry, 1613-1700.; Killigrew, Henry, 1613-1700.; Killigrew, Henry, 1613-1700."
"Nathaniel Lee, 1653?-1692","Lee, Nathaniel, 1653?-1692.; Lee, Nathaniel, 1653?-1692.; Lee, Nathaniel, 1653?-1692."
"Peter Heylyn, 1599-1662","Heylyn, Peter, 1599-1662. Affairs of church and state in England during the life and reign of Queen Mary."
"Richard Kilburne, 1605-1678","Kilburne, Richard, 1605-1678."
"Thomas Good, 1609-1678","Good, Thomas, 1609-1678.; Good, Thomas, 1609-1678."
"Edward Lawrence, 1623-1695","Lawrence, Edward, 1623-1695."
"G. B. (George Bright) G. B. (George Bright), died 1696","G. B. (George Bright), d. 1696."
"John Strype, 1643-1737","Strype, John, 1643-1737."
"Cornarus Cornarus, Ludwig","Cornarus, Ludwig."
"Patrick Gillespie, 1617-1675","Gillespie, Patrick, 1617-1675."
"James Johnson, 1639 or 40-1704","Johnson, James, 1639 or 40-1704."
"Elmeston Elmeston, John","Elmeston, John.; Elmeston, John."
"Simon Henden, attributed name","Henden, Simon, attributed name."
"Thomas Gouge, 1605-1681","Gouge, Thomas, 1605-1681.; Gouge, Thomas, 1605-1681.; Gouge, Thomas, 1605-1681."
"Josiah Pleydell, died 1707","Pleydell, Josiah, d. 1707."
"Arnauld d'Andilly, Monsieur (Robert) Arnauld d'Andilly, Monsieur (Robert), 1588","Arnauld d'Andilly, Monsieur (Robert), 1588-1674."
"Josephus Josephus, Flavius","Josephus, Flavius.; Josephus, Flavius."
"Fancy Fancy, P","Fancy, P."
"John Godbolt, died 1648","Godbolt, John, d. 1648."
Gentleman in Oxford,Gentleman in Oxford.
"Samuel Holland, gent","Holland, Samuel, gent."
"John Hales, 1584-1656","Hales, John, 1584-1656.; Hales, John, 1584-1656."
"Walter Balcanquhall, 1586?-1645","Balcanquhall, Walter, 1586?-1645."
"John Logan, 17th cent","Logan, John, 17th cent."
"John Barkham, 1572?-1642","Barkham, John, 1572?-1642."
"Arthur Hildersam, 1563-1632","Hildersam, Arthur, 1563-1632.; Hildersam, Arthur, 1563-1632. aut"
J. W. (James Webb),J. W. (James Webb)
"J. C. (John Coles) J. C. (John Coles), born 1623 or 4","J. C. (John Coles), b. 1623 or 4.; J. C. (John Coles), b. 1623 or 4."
Person of quality and neighbor in Chelsey,Person of quality and neighbor in Chelsey.
"John Knox, circa 1514-1572","Knox, John, ca. 1514-1572.; Knox, John, ca. 1514-1572."
"David Buchanan, 1595?-1652?","Buchanan, David, 1595?-1652?"
"John Stubbs, 1618?-1674","Stubbs, John, 1618?-1674."
"Benjamin Furly, 1636-1714","Furly, Benjamin, 1636-1714."
"George Hall, 1612?-1668","Hall, George, 1612?-1668."
"John Hoddesdon, active 1650","Hoddesdon, John, fl. 1650."
"Garland Garland, Edward","Garland, Edward."
"Antonio Hurtado de Mendoza, 1586-1644","Hurtado de Mendoza, Antonio, 1586-1644."
"H. K. (Henry Keepe) H. K. (Henry Keepe), 1652","H. K. (Henry Keepe), 1652-1688."
"John Burnyeat, 1631-1690","Burnyeat, John, 1631-1690."
"Richard Garthwaite, 1621 or 2-1690","Garthwaite, Richard, 1621 or 2-1690."
R. G. (Richard Gower),R. G. (Richard Gower)
Halesiados,Halesiados.
"Thomas Plume, 1630-1704","Plume, Thomas, 1630-1704."
"John Hacket, 1592-1670","Hacket, John, 1592-1670."
"Viscount Falkland, Henry Cary, 1634-1663","Falkland, Henry Cary, Viscount, 1634-1663."
Aristotle,Aristotle.; Aristotle.
"Baltasar Gracián y Morales, 1601-1658","Gracián y Morales, Baltasar, 1601-1658."
"Stapylton Stapylton, C","Stapylton, C. B."
"Johannes Isacius Pontanus, 1571-1639","Pontanus, Johannes Isacius, 1571-1639."
"Molyneux Molyneux, Emery","Molyneux, Emery."
"Robert Hues, 1553-1632","Hues, Robert, 1553-1632."
"Benjamin Laney, 1591-1675","Laney, Benjamin, 1591-1675. Observations upon a letter of Mr. T. Hobbs to the Duke of Newcastle."
"Sir Walker, Hovenden, 1656?-1728","Walker, Hovenden, Sir, 1656?-1728."
"Maximianus Maximianus, 6th cent","Maximianus, 6th cent."
"Gaius Cornelius Gallus, 69?-26 BC","Gallus, Gaius Cornelius, 69?-26 B.C."
"William Lucy, 1594-1677","Lucy, William, 1594-1677."
"duc de Guise, Henri, 1614-1664","Guise, Henri, duc de, 1614-1664."
"Sainctyon Sainctyon, Sieur de","Sainctyon, Sieur de."
"Godfrey Goodman, 1583-1656","Goodman, Godfrey, 1583-1656."
"Leigh Leigh, Richard 1649 or 50","Leigh, Richard 1649 or 50-1728."
"Andreas Libavius, died 1616","Libavius, Andreas, d. 1616."
Society of Drapers,Society of Drapers.
"Joseph Hacon, 1603-1662","Hacon, Joseph, 1603-1662."
"Farres Farres, Captain","Farres, Captain."
"Earl of Warwick, Robert Rich, 1587-1658","Warwick, Robert Rich, Earl of, 1587-1658."
"Sir Windebank, Francis, 1582-1646","Windebank, Francis, Sir, 1582-1646. Secretary Windebancks letter to Sir A. Davison.; Windebank, Francis, Sir, 1582-1646. Secretary Windebancks letter to Sir J. Ashley."
"Lawrence Lawrence, Leonard","Lawrence, Leonard.; Lawrence, Leonard."
"John Johnson, active 1641","Johnson, John, fl. 1641."
"John Faldo, 1633-1690","Faldo, John, 1633-1690."
"Earl of Roscommon, Wentworth Dillon, 1633?-1685","Roscommon, Wentworth Dillon, Earl of, 1633?-1685."
"Marmaduke Johnson, died 1674","Johnson, Marmaduke, d. 1674."
"Beale Beale, Francis","Beale, Francis."
"Greco Greco, Gioachino","Greco, Gioachino."
"Sir Glanville, John, 1586-1661","Glanville, John, Sir, 1586-1661.; Glanville, John, Sir, 1586-1661."
"Philip Kynder, born 1597","Kynder, Philip, b. 1597."
"Philip King, 1602 or 3-1667","King, Philip, 1602 or 3-1667."
"John Dunstall, active 1644-1675","Dunstall, John, fl. 1644-1675."
"David Loggan, 1635-1700?","Loggan, David, 1635-1700?; Loggan, David, 1635-1700?"
"Thomas Hill, died 1653","Hill, Thomas, d. 1653."
"William Harvey, 1578-1657","Harvey, William, 1578-1657."
"Guillaume Girard, died 1663","Girard, Guillaume, d. 1663."
"Waterman Waterman, George","Waterman, George."
"Orlers Orlers, Jan Janszn","Orlers, Jan Janszn., 1570-1646."
"Shute Shute, W","Shute, W.; Shute, W."
"Huloet Huloet, Richard","Huloet, Richard."
"John Higgins, active 1570-1602","Higgins, John, fl. 1570-1602."
"Rosières, François de Rosières, François de, 1534","Rosières, François de, 1534-1607. Stemmatum Lotharingiae ac Barri."
"Aggas Aggas, Edward","Aggas, Edward.; Aggas, Edward."
"John Rolland, attributed author","Rolland, John, attributed author."
"Pierre Erondelle, active 1586-1609","Erondelle, Pierre, fl. 1586-1609."
"Lescarbot Lescarbot, Marc","Lescarbot, Marc."
"Nathan Field, 1587-1620?","Field, Nathan, 1587-1620?; Field, Nathan, 1587-1620? aut; Field, Nathan, 1587-1620?"
"Nenna Nenna, Giovanni Battista","Nenna, Giovanni Battista."
"Favyn Favyn, Andre","Favyn, André."
"Miles Mosse, active 1580-1614","Mosse, Miles, fl. 1580-1614.; Mosse, Miles, fl. 1580-1614."
"Louis Leroy, died 1577","Leroy, Louis, d. 1577."
"Roger Ascham, 1515-1568","Ascham, Roger, 1515-1568."
"Thomas Norton, 1532-1584","Norton, Thomas, 1532-1584.; Norton, Thomas, 1532-1584."
"Earl of Dorset, Thomas Sackville, 1536-1608","Dorset, Thomas Sackville, Earl of, 1536-1608. aut; Dorset, Thomas Sackville, Earl of, 1536-1608. aut"
"Thomas Playfere, 1561?-1609","Playfere, Thomas, 1561?-1609.; Playfere, Thomas, 1561?-1609.; Playfere, Thomas, 1561?-1609. Sick-man's couch. aut; Playfere, Thomas, 1561?-1609. Heart's delight. aut; Playfere, Thomas, 1561?-1609. Path-way to perfection. aut; Playfere, Thomas, 1561?-1609. Power of praier. aut"
"John Davenport, 1597-1670, ed","Davenport, John, 1597-1670, ed."
